partner,warehouse,name_nom,price_deal,product_price,,2020-01,2020-02,2020-03,2021-01,2021-02,2021-03,All
Sonoran Gopher Snake,Ораньжевый склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),292.380736,228.60458085714288,25,0,0,0,0,0,6,6
South Devon,Розовый Склад,Амортизатор кабины VOLVO (M6000518),6.9844148200000005,19.58665592857143,29,0,0,0,12,0,0,12
South Devon,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.7626421986666667,42.75521871428572,31,240,0,0,0,0,0,240
South Devon,Розовый Склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),209.086648972,13.99372085714286,31,6,0,0,0,0,0,6
South Devon,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),72.23107426666667,21.58250657142857,31,6,0,0,0,0,0,6
South Devon,Розовый Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),277.46768940466666,32.03985328571429,06,0,12,0,0,0,0,12
South Devon,Розовый Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),277.46768940466666,32.03985328571429,15,0,0,0,0,0,12,12
Spectacled Owl,Малый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9865152689230767,42.755218714285725,19,0,0,60,0,0,0,60
Spectacled Owl,Малый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9865152689230767,42.755218714285725,22,70,0,0,0,0,0,70
Spectacled Owl,Малый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9694619053333333,134.92861000000002,19,0,0,60,0,0,0,60
Spectacled Owl,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),87.63602595200001,34.741461,05,0,0,0,0,24,0,24
Spectacled Owl,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),87.63602595200001,34.741461,19,0,0,6,0,0,0,6
Spectacled Owl,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),75.97337769866668,5.737122,19,0,0,0,12,0,0,12
Spectacled Owl,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9322060266666667,134.92861000000002,15,0,0,0,0,0,60,60
Spectacled Owl,Ораньжевый склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),230.30110955466668,13.99372085714286,25,0,0,0,6,0,0,6
Spectacled Owl,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),72.51382230400002,21.58250657142857,15,0,0,0,0,0,6,6
Spectacled Owl,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),88.31874347000002,34.741461,02,0,0,0,0,6,0,6
Spectacled Owl,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),88.31874347000002,34.741461,24,0,0,0,12,0,0,12
Spectacled Owl,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),257.2949060226667,228.60458085714288,23,0,0,0,0,0,6,6
Spelt bread,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.092559254666666,19.58665592857143,21,0,0,0,6,0,0,6
Spotted Raphael,Зеленый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.026691468,42.75521871428572,31,0,0,0,0,0,60,60
Spotted Raphael,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),81.067233748,21.58250657142857,27,0,0,0,0,0,6,6
Spotted Raphael,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.6627088,34.741461,25,0,0,0,0,0,6,6
Spotted Raphael,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),98.43768093333335,5.737122,11,0,0,0,0,0,12,12
Spotted corydoras,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2523516000000003,134.92861000000002,14,70,0,0,0,0,0,70
Spotted danio,Матовый Склад,Амортизатор кабины VOLVO (M6000518),9.958510533333332,19.58665592857143,12,0,0,0,0,0,6,6
Spotted pond turtle,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),84.66103307555555,34.741461,22,0,0,0,24,0,0,24
Spotted pond turtle,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),84.66103307555555,34.741461,26,0,0,0,0,0,24,24
Spotted pond turtle,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),84.66103307555555,34.741461,29,0,0,0,24,0,0,24
St,Большой Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),82.16125333333333,21.58250657142857,17,0,0,0,0,6,0,6
Starfruit,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),82.16125333333333,21.58250657142857,23,0,0,0,0,6,0,6
Statice,Средний Склад,Амортизатор кабины VOLVO (M6000518),9.462709866666668,19.58665592857143,24,0,0,0,0,0,6,6
Steenbok,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2061168257435897,134.92861000000002,06,0,0,0,60,0,0,60
Steenbok,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2061168257435897,134.92861000000002,08,140,0,0,0,0,0,140
Steppe bison,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),35.95248954266667,79.33316585714287,21,0,0,0,0,0,12,12
Steppe wisent,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.376160109333333,134.92861000000002,05,0,120,0,0,0,0,120
Swaledale,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),293.618254464,228.60458085714288,17,0,0,0,0,0,12,12
Swamp barb,Малый Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.682430776,79.33316585714287,05,0,0,0,0,6,0,6
Tailspot corydoras,Матовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),352.21764354400005,228.60458085714288,29,0,0,0,0,0,6,6
Tarantula,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.709152742666667,19.58665592857143,04,0,0,18,0,0,0,18
Tasmania Highland Chevre Log,Малый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),76.94897175333334,21.58250657142857,08,0,0,0,0,6,0,6
Teifi,Большой Склад,Амортизатор кабины VOLVO (M6000519),137.23819116266668,14.403515285714287,18,0,0,0,0,0,6,6
Teifi,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),105.12957336,34.741461,23,0,0,0,0,0,6,6
Teratorns,Большой Склад,Амортизатор кабины VOLVO (M6000518),9.95892983904,19.58665592857143,11,0,6,0,0,0,0,6
Teratorns,Большой Склад,Амортизатор кабины VOLVO (M6000518),9.95892983904,19.58665592857143,15,0,0,0,0,0,6,6
Teratorns,Большой Склад,Амортизатор кабины VOLVO (M6000518),9.95892983904,19.58665592857143,24,7,0,0,0,0,0,7
Teratorns,Большой Склад,Амортизатор кабины VOLVO (M6000518),9.95892983904,19.58665592857143,30,6,0,0,0,0,0,6
Texon,Матовый Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),98.735019676,5.737122,29,0,0,0,0,0,24,24
Threadfin rainbowfish,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.252209942666666,134.92861000000002,24,0,0,120,0,0,0,120
Three-Stripe Dwarf Cichlid,Матовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.264959102666667,42.75521871428572,14,70,0,0,0,0,0,70
Tiger,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.5232413053333336,42.75521871428572,20,0,0,0,60,0,0,60
Tiger,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.852452948,134.92861000000002,16,70,0,0,0,0,0,70
Tiger,Белый cклад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),288.19249528266664,32.03985328571429,31,6,0,0,0,0,0,6
Tilapia,Средний Склад,Решетка бампера нижняя черный пластик RENAULT о.н.5010578348 (M3120112),9.717551409333334,11.580487000000002,16,14,0,0,0,0,0,14
Tilefish,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.248810166666667,134.92861000000002,10,0,0,384,0,0,0,384
Tityus exstinctus,Малый Склад,Ступица колеса для подъемной оси VOLVO  о.н.20517952 без подшипников (M2211310),6.946733969333334,213.98857957142863,02,0,0,0,0,0,6,6
Tobacco Plant,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.149933348,134.92861000000002,07,0,0,0,0,0,36,36
Togo slippery fro,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),277.68300855133333,228.60458085714288,19,0,6,0,0,0,0,6
Togo slippery fro,Малый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),277.68300855133333,228.60458085714288,27,0,6,0,0,0,0,6
Tomme des Chouans,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0823628,134.92861000000002,29,0,0,0,0,0,30,30
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8275920860000001,42.75521871428572,03,0,0,0,0,0,60,60
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8275920860000001,42.75521871428572,26,0,0,0,90,0,0,90
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0561368764242425,134.92861000000002,08,0,0,0,0,0,120,120
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0561368764242425,134.92861000000002,18,0,0,0,0,30,0,30
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0561368764242425,134.92861000000002,19,0,0,0,12,0,0,12
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0561368764242425,134.92861000000002,23,140,0,0,0,0,0,140
Tommes,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0561368764242425,134.92861000000002,31,0,0,30,0,0,60,90
Tommes,Матовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.256100984,21.58250657142857,29,6,0,0,0,0,0,6
Toscanello,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.25121380600001,21.58250657142857,20,0,6,0,0,0,0,6
Toscanello,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.25121380600001,21.58250657142857,25,0,0,0,0,0,6,6
Tropaeolum azureum,Синий Склад,Амортизатор кабины VOLVO (M6000518),10.870075473333335,19.58665592857143,27,0,0,6,0,0,0,6
Urchin,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.9409366106667,228.60458085714288,11,0,0,0,0,6,0,6
Urchin,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0639473466666667,134.92861000000002,15,0,0,0,0,0,30,30
Urchin,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0639473466666667,134.92861000000002,22,0,0,0,0,0,6,6
Vampire bat,Синий Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3141141973333337,134.92861000000002,18,0,0,60,0,0,0,60
Velociraptor,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.870217130666669,19.58665592857143,12,0,6,0,0,0,0,6
Velociraptor,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0823628,134.92861000000002,29,0,0,0,0,0,12,12
Vervet,Белый cклад,Амортизатор кабины VOLVO (M6000518),9.804953983999999,19.586655928571435,20,7,0,0,0,0,0,7
Vervet,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9469383893333327,134.92861000000002,02,0,0,0,0,114,0,114
Vietnamese Javan rhinoceros,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.2098544,42.75521871428572,20,0,0,12,0,0,0,12
Wagafi bread,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1912972893333333,134.92861000000002,03,0,0,60,0,0,0,60
Wagafi bread,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1912972893333333,134.92861000000002,10,0,0,60,0,0,0,60
Wagyu,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.204329764,134.92861000000002,11,0,0,0,0,0,60,60
Wangus,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),91.53854382800002,34.741461,25,0,0,0,0,0,12,12
Wax Apples,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),8.408779306666666,19.58665592857143,13,0,0,0,6,0,0,6
Wax Apples,Ораньжевый склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8177469013333336,42.75521871428572,16,0,0,0,0,0,60,60
Wax Apples,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),100.884528052,34.741461,03,0,0,0,0,0,12,12
Weigela,Средний Склад,Амортизатор кабины VOLVO (M6000518),9.958510533333332,19.58665592857143,12,0,0,0,0,0,6,6
Whale Shark,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),86.02849853333335,21.58250657142857,17,7,0,0,0,0,0,7
White tailed dear,Белый cклад,Амортизатор кабины VOLVO (M6000518),10.657589473333331,19.586655928571435,05,7,0,0,0,0,0,7
White-eyed Buzzard,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),98.53684106666668,34.741461,11,0,0,0,0,6,0,6
White-eyed Buzzard,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),98.53684106666668,34.741461,16,0,0,0,0,6,0,6
White-winged Dove,Большой Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),299.7154694053333,228.60458085714288,28,0,6,0,0,0,0,6
Widow Spider,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1411860076666667,42.75521871428572,06,0,180,0,0,0,0,180
Widow Spider,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1411860076666667,42.75521871428572,11,0,0,480,0,0,0,480
Widow Spider,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1411860076666667,42.75521871428572,26,0,120,0,0,0,0,120
Widow Spider,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1411860076666667,42.75521871428572,29,120,0,0,0,0,0,120
Wild Rose,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.6627088,34.741461,24,0,0,0,0,0,12,12
Wimmer's shrew,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1555524222222227,42.75521871428572,10,0,0,60,0,0,0,60
Wimmer's shrew,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1555524222222227,42.75521871428572,11,0,0,60,0,0,0,60
Wimmer's shrew,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1555524222222227,42.75521871428572,13,0,0,90,0,0,0,90
Wimmer's shrew,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1570162146666667,134.92861000000002,04,0,0,0,0,0,60,60
Wimmer's shrew,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1570162146666667,134.92861000000002,14,0,60,0,0,0,0,60
Wimmer's shrew,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1570162146666667,134.92861000000002,28,0,0,0,0,0,60,60
Wimmer's shrew,Большой Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),90.5615332,21.58250657142857,20,0,6,0,0,0,0,6
Wolf,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.106951944,34.741461,24,0,0,12,0,0,0,12
Woodside Cabecou,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.385607393333334,19.58665592857143,12,0,0,6,0,0,0,6
Woodside Cabecou,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.385607393333334,19.58665592857143,25,0,0,0,0,0,6,6
Xanthoceras sorbifolium,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.068055409333333,134.92861000000002,19,0,0,0,0,60,0,60
Xingu corydoras,Малый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.032924390666667,42.75521871428572,27,0,360,0,0,0,0,360
Yellow Bell,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.216278560066667,134.92861000000002,05,70,0,0,0,0,0,70
Yellow Bell,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.216278560066667,134.92861000000002,10,70,0,0,0,0,0,70
Yellow Bell,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.216278560066667,134.92861000000002,13,0,0,30,0,0,0,30
Yellow Bell,Матовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),88.17928182533332,21.58250657142857,16,7,0,0,0,0,0,7
Yellow finned tuna,Изумрудный Склад,Амортизатор кабины VOLVO (M6000518),10.394390148,19.58665592857143,23,0,0,6,0,0,0,6
Yellow finned tuna,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),301.576280136,228.60458085714288,26,0,0,6,0,0,0,6
Yellow finned tuna,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),301.576280136,228.60458085714288,29,0,0,6,0,0,0,6
Yellow pigtoe,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),290.6435921213333,228.60458085714288,03,0,0,0,0,6,0,6
Yellow-billed Stork,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2539829441290324,134.92861000000002,09,0,0,18,0,0,0,18
Yellow-billed Stork,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2539829441290324,134.92861000000002,12,0,0,0,0,0,60,60
Yellow-billed Stork,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2539829441290324,134.92861000000002,14,70,0,0,0,0,0,70
Yellow-billed Stork,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2539829441290324,134.92861000000002,18,0,0,0,0,18,0,18
Yellow-billed Stork,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2539829441290324,134.92861000000002,27,24,0,0,0,0,0,24
Yellow-billed Stork,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),97.0848534,21.58250657142857,28,0,0,0,6,0,0,6
Yorkshire terrier,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),88.19047275466666,5.737122,04,0,0,0,0,6,0,6
Zander,Синий Склад,Амортизатор кабины VOLVO (M6000518),10.553612990666666,19.586655928571435,14,7,0,0,0,0,0,7
Zanetti Grana Padano,Малый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.229190626,134.92861000000002,05,0,18,0,0,0,0,18
Zanetti Grana Padano,Малый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.229190626,134.92861000000002,17,0,6,0,0,0,0,6
alethe,Средний Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8494073153333332,42.75521871428572,26,0,0,0,0,240,0,240
alethe,Средний Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8494073153333332,42.75521871428572,27,0,0,0,180,0,0,180
anise,Изумрудный Склад,Амортизатор кабины VOLVO (M6000518),9.385648277333331,19.58665592857143,26,0,0,0,0,6,0,6
anise,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),276.11139126666666,228.60458085714288,26,0,0,0,6,0,0,6
anise,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.376160109333333,134.92861000000002,03,0,180,0,0,0,0,180
anise,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),88.45083893333333,5.737122,06,0,0,0,0,12,0,12
apostlebird,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.143558768,42.75521871428572,17,0,60,0,0,0,0,60
apostlebird,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0997158233333333,134.92861000000002,17,0,120,0,0,0,0,120
apostlebird,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0997158233333333,134.92861000000002,22,0,0,0,0,0,120,120
bandit corydoras,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1315178946666666,42.755218714285725,11,0,0,60,0,0,0,60
bandit corydoras,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1315178946666666,42.755218714285725,20,70,0,0,0,0,0,70
bandit corydoras,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2523516000000003,134.92861000000002,10,0,0,60,0,0,0,60
berrypecker,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2809663813333336,134.92861000000002,06,0,60,0,0,0,0,60
bobolink,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),82.4020708,21.58250657142857,16,0,0,0,0,0,6,6
bowerbird,Изумрудный Склад,Амортизатор кабины VOLVO (M6000518),10.410974952717948,19.58665592857143,02,0,0,0,0,0,12,12
bowerbird,Изумрудный Склад,Амортизатор кабины VOLVO (M6000518),10.410974952717948,19.58665592857143,14,14,0,0,0,0,0,14
bronzewing,Средний Склад,Амортизатор кабины VOLVO (M6000519),125.46363361600002,14.403515285714288,24,7,0,0,0,0,0,7
bullfinch,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),291.20299693066664,228.60458085714285,22,14,0,0,0,0,0,14
caltrop,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),93.73125769066668,21.58250657142857,16,0,6,0,0,0,0,6
carib,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),107.44779562000001,34.741461,31,0,0,0,0,0,120,120
chat,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3085895613333336,134.92861000000002,04,0,30,0,0,0,0,30
chervil,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),292.380736,228.60458085714288,16,0,0,0,0,0,6,6
chestnut casebearer moth,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2686095031794875,134.92861000000002,14,14,0,0,0,0,0,14
chestnut casebearer moth,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2686095031794875,134.92861000000002,17,0,0,0,0,0,12,12
chlorophonia,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),293.96446498666666,228.60458085714288,31,0,0,0,0,0,6,6
chough,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.6627088,34.741461,25,0,0,0,0,0,6,6
cinnamon,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),9.277988704,19.58665592857143,12,0,0,0,12,0,0,12
cochoa,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),66.78066670933333,21.58250657142857,05,0,0,0,0,0,6,6
coleus,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0601225986666667,134.92861000000002,13,0,0,0,60,0,0,60
condor,Средний Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),32.875975577333335,79.33316585714287,04,0,12,0,0,0,0,12
coquette,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),279.855961216,228.60458085714288,12,0,0,0,0,0,6,6
cotinga,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),84.76562340666668,21.58250657142857,27,6,0,0,0,0,0,6
dill,Большой Склад,Амортизатор кабины VOLVO (M6000518),9.759340322666668,19.58665592857143,01,0,0,0,0,0,6,6
eagle,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),78.16757896333333,21.58250657142857,15,0,0,0,0,0,6,6
eagle,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),78.16757896333333,21.58250657142857,26,0,0,0,0,6,0,6
eagle-owl,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9407054666666668,42.75521871428572,16,0,0,0,0,60,0,60
eremomela,Матовый Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),32.680063485333335,79.33316585714287,20,0,0,0,6,0,0,6
eremomela,Матовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),88.17928182533332,21.58250657142857,16,7,0,0,0,0,0,7
finfoot,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2454245564,134.92861000000002,08,70,0,0,0,0,0,70
finfoot,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2454245564,134.92861000000002,13,0,0,0,24,0,0,24
finfoot,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2454245564,134.92861000000002,16,42,0,0,0,0,0,42
forktail,Зеленый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.8520695173333,34.741461,04,0,0,0,12,0,0,12
fulmar,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2523516000000003,134.92861000000002,16,0,0,60,0,0,0,60
giraffe cichild,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),291.516767924,228.60458085714288,01,0,0,0,0,0,6,6
grape caulerpa,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),99.13180186666666,34.741461,08,0,0,0,0,24,0,24
grasswren,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),11.084261361333333,19.58665592857143,04,0,0,6,0,0,0,6
hawfinch,Малый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.25668374533336,34.741461,22,0,0,0,12,0,0,12
hawk-owl,Розовый Склад,Амортизатор кабины VOLVO (M6000518),9.565128118666664,19.58665592857143,02,0,0,0,0,0,30,30
hawk-owl,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.860952388,42.75521871428572,28,0,0,0,180,0,0,180
hawk-owl,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.988019016,134.92861000000002,27,0,0,0,300,0,0,300
hawk-owl,Розовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.988019016,134.92861000000002,28,0,0,0,240,0,0,240
hermit,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),110.15217577066666,34.741461,21,0,0,0,0,0,24,24
honeybird,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),77.231436476,21.58250657142857,26,0,0,0,0,12,0,12
hornet cichlid,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),295.020237092,228.60458085714288,11,0,0,6,0,0,0,6
iiwi,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.7092944,19.58665592857143,03,0,0,6,0,0,0,6
jabiru,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),11.084119704,19.58665592857143,26,0,6,0,0,0,0,6
kiskadee,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0601225986666667,134.92861000000002,17,0,0,0,60,0,0,60
